JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
ETH-E-015,Ethical Hacker,Experienced,12+,"Python, C/C++, JavaScript advanced; Bash, PowerShell scripting; Expert network security; Linux/Windows expert; Penetration testing; Vulnerability assessment; Web application security; Metasploit, Burp Suite, Nmap, SQLMap, Wireshark; Cryptography, SSL/TLS; Malware analysis; Reverse engineering; Compliance frameworks; Leadership; Analytical thinking; Communication",Lead complex penetration testing projects; Conduct advanced security assessments; Develop and enforce security protocols; Mentor junior ethical hackers; Analyze malware and reverse engineer threats; Ensure organizational compliance with ethical and legal standards,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis
ETH-E-016,Ethical Hacker,Experienced,13+,"Python, C/C++, JavaScript; Bash, PowerShell scripting; Network and web security expert; Linux and Windows OS expert; Penetration testing; Vulnerability assessment; Metasploit, Burp Suite, Nmap, SQLMap, Wireshark; Cryptography, SSL/TLS; Malware analysis; Reverse engineering; Compliance frameworks; Leadership; Project management; Analytical skills",Oversee advanced penetration testing projects; Conduct security audits and assessments; Implement security policies; Mentor and lead junior ethical hackers; Analyze malware and reverse engineer threats; Ensure compliance with ethical and legal standards,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis
ETH-E-017,Ethical Hacker,Experienced,14+,"Python, C/C++, JavaScript advanced; Bash, PowerShell scripting; Expert network security; Linux and Windows security; Penetration testing; Vulnerability assessment; Web application security; Metasploit, Burp Suite, Nmap, SQLMap, Wireshark; Cryptography, SSL/TLS; Malware analysis; Reverse engineering; Compliance frameworks; Leadership; Analytical thinking; Communication",Lead enterprise-level penetration testing and security projects; Conduct advanced vulnerability assessments; Perform web and network security audits; Develop and enforce security protocols; Mentor junior security staff; Analyze malware and reverse engineer threats; Ensure compliance with ethical and legal standards,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis
ETH-E-018,Ethical Hacker,Experienced,15+,"Python, C/C++, JavaScript advanced; Bash, PowerShell scripting; Network and application security expert; Linux and Windows OS expert; Penetration testing; Vulnerability assessment; Metasploit, Burp Suite, Nmap, SQLMap, Wireshark; Cryptography, SSL/TLS; Malware analysis; Reverse engineering; Compliance frameworks; Leadership; Project management; Analytical skills",Manage and lead penetration testing projects; Conduct advanced security audits; Develop and implement security policies; Mentor and guide junior ethical hackers; Analyze malware and perform reverse engineering; Ensure organizational compliance with ethical and legal frameworks,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis
ETH-E-019,Ethical Hacker,Experienced,16+,"Python, C/C++, JavaScript; Bash, PowerShell scripting; Expert network and web security; Linux and Windows security; Penetration testing; Vulnerability assessment; Web app security; Metasploit, Burp Suite, Nmap, SQLMap, Wireshark; Cryptography, SSL/TLS; Malware analysis; Reverse engineering; Compliance frameworks; Leadership; Project management; Analytical thinking",Lead large-scale penetration testing and security assessment projects; Conduct advanced vulnerability and risk assessments; Develop and enforce security protocols; Mentor and train junior ethical hackers; Analyze malware and perform reverse engineering; Ensure compliance with legal and ethical frameworks,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp Suite; Cryptography; Malware Analysis
ETH-E-020,Ethical Hacker,Experienced,17+,"Python, C/C++, JavaScript advanced; Bash, PowerShell scripting; Network and web security expert; Linux/Windows OS expert; Penetration testing; Vulnerability assessment; Metasploit, Burp Suite, Nmap, SQLMap, Wireshark; Cryptography, SSL/TLS; Malware analysis and reverse engineering; Compliance frameworks; Leadership; Project management; Analytical skills",Oversee and lead enterprise-level penetration testing projects; Conduct advanced vulnerability assessments; Develop and implement security policies and frameworks; Mentor junior ethical hackers and security teams; Analyze malware and perform reverse engineering; Ensure organizational compliance with legal and ethical standards,Ethical Hacking; Penetration Testing; Network Security; Python; Linux; Windows Security; Metasploit; Burp; Cryptography; Malware Analysis
FE-F-001,Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL fundamentals; Blockchain basics; Introductory data science; Machine learning basics; Cybersecurity basics; Financial products knowledge; API integration basics; AWS basics; Azure basics; Problem-solving; Communication; Collaboration; Agility,Assist in developing fintech applications; Learn blockchain and distributed ledger technologies; Support data analysis and machine learning tasks; Help integrate APIs for financial services; Collaborate with cross-functional teams; Follow basic cybersecurity and compliance practices; Document project work and workflows,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
FE-F-002,Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL fundamentals; Blockchain fundamentals; Introductory machine learning; Cybersecurity awareness; Financial products understanding; API integration basics; Cloud basics (AWS/Azure); Problem-solving; Teamwork; Adaptability; Communication,Support fintech application development; Assist in blockchain-based projects; Collaborate on API integration; Perform basic data analysis tasks; Follow cybersecurity and compliance guidelines; Document workflows and code,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
FE-F-003,Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL basics; Blockchain basics; Introductory data science; Machine learning basics; Cybersecurity basics; Financial knowledge basics; API integration fundamentals; AWS basics; Azure basics; Problem-solving; Communication; Teamwork,Assist in fintech solution development; Support blockchain tasks; Perform basic data and analytics tasks; Help integrate APIs and cloud services; Collaborate with teams on development projects; Document project processes and outcomes,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
FE-F-004,Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL fundamentals; Blockchain basics; Introductory machine learning; Cybersecurity basics; Financial domain knowledge; API integration basics; AWS/Azure basics; Problem-solving; Communication; Collaboration; Adaptability,Support fintech application development; Assist in blockchain and DLT projects; Collaborate on API integration; Perform basic data science and analytics tasks; Follow cybersecurity and compliance guidelines; Document workflows and development steps,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
FE-F-005,Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL basics; Blockchain fundamentals; Intro to machine learning; Cybersecurity awareness; Financial products knowledge; API integration basics; AWS basics; Azure basics; Problem-solving; Teamwork; Communication; Agility,Assist in development of fintech applications; Support blockchain and DLT tasks; Help with API integration and data analysis; Collaborate with cross-functional teams; Document development work; Follow cybersecurity and compliance standards,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
FE-F-006,Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL fundamentals; Blockchain basics; Intro to ML; Data analysis basics; Cybersecurity fundamentals; Financial products understanding; API integration basics; AWS/Azure basics; Problem-solving; Communication; Collaboration; Adaptability,Support fintech application development; Assist in blockchain/DLT projects; Perform basic analytics tasks; Collaborate on API integration; Follow cybersecurity practices; Document development processes,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
FE-F-007,Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL basics; Blockchain basics; Introductory machine learning; Cybersecurity awareness; Financial knowledge basics; API integration fundamentals; AWS/Azure basics; Problem-solving; Teamwork; Communication,Assist in developing fintech applications; Support blockchain and DLT workflows; Help with API integration and data analysis; Collaborate with team members; Follow basic cybersecurity and compliance guidelines; Document work and processes,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
FE-F-008,Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL fundamentals; Blockchain basics; Introductory ML; Data analysis basics; Cybersecurity basics; Financial products knowledge; API integration basics; AWS/Azure basics; Problem-solving; Teamwork; Communication,Assist in fintech application development; Support blockchain/DLT projects; Collaborate on API integration; Perform basic data analysis tasks; Follow cybersecurity and compliance guidelines; Document project workflows,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
