JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
QA016,QA Engineer - Experienced,Senior-Level,5–9 years,"Test Automation: Selenium, Appium, Cucumber, TestNG; Performance & Security Testing: JMeter, LoadRunner; CI/CD: Jenkins, GitLab CI/CD, Bamboo; API & Mobile Testing: Postman, SoapUI, Appium; Programming: Java, Python, C#, JavaScript; Bug Tracking & Documentation: JIRA, TestRail, ALM",Manage QA operations; Develop automated testing strategies; Perform advanced testing; Integrate with CI/CD pipelines; Mentor QA engineers,QA; Automation; Software; Senior-Level; Remote; Leadership; Strategy
QA017,QA Engineer - Experienced,Senior-Level,6+ years,"Automation: Selenium, Appium, Cucumber, TestNG; Performance Testing: JMeter; CI/CD: Jenkins, GitLab CI/CD; API & Mobile Testing: Postman, SoapUI, Appium; Programming: Java, Python, C#, JavaScript; Bug Tracking & Documentation: JIRA, TestRail",Lead QA initiatives; Design test frameworks; Mentor junior testers; Perform performance and security testing,QA; Automation; Senior-Level; Leadership; CI/CD
QA018,QA Engineer - Experienced,Senior-Level,5–10 years,"Test Automation: Selenium, Appium, Cucumber, TestNG; Performance & Security Testing: LoadRunner; CI/CD: Jenkins, GitLab CI/CD, Bamboo; Programming: Java, Python, C#, JavaScript; API Testing: Postman, SoapUI, Appium; Bug Tracking & Documentation: JIRA, TestRail, ALM",Manage QA projects; Integrate testing into CI/CD; Perform advanced testing; Mentor QA engineers,QA; Automation; Senior-Level; Leadership; Performance Testing
QA019,QA Engineer - Experienced,Senior-Level,6–10 years,"Automation: Selenium, Appium, Cucumber, JUnit, TestNG; CI/CD: Jenkins, GitLab CI/CD, Bamboo; Performance Testing: Load, stress testing; API & Mobile Testing: Postman, SoapUI, Appium; Programming: Java, Python, C#, JavaScript; Bug Tracking & Documentation: JIRA, TestRail",Lead QA automation projects; Optimize automation frameworks; Perform advanced testing; Mentor junior QA engineers,QA; Automation; Senior-Level; Leadership; CI/CD; Performance Testing
QA020,QA Engineer - Experienced,Senior-Level,5–9 years,"Test Automation: Selenium, Appium, Cucumber, TestNG; Performance & Security Testing: JMeter, LoadRunner; CI/CD: Jenkins, GitLab CI/CD, Bamboo; API & Mobile Testing: Postman, SoapUI, Appium; Programming: Java, Python, C#, JavaScript; Bug Tracking & Documentation: JIRA, TestRail, ALM",Manage QA operations; Develop automated testing strategies; Integrate testing into CI/CD pipelines; Mentor QA engineers,QA; Automation; Senior-Level; Leadership; Strategy
RE-F-001,Robotics Engineer,Fresher,0-1,"Python basics; C++ basics; MATLAB basics; ROS basics; SolidWorks; AutoCAD; PID controllers; Motor control basics; Arduino basics; Raspberry Pi basics; Sensors basics (LIDAR, ultrasonic, infrared); Servo motors basics; Kinematics; Dynamics; Linear algebra; Problem solving; Communication; Teamwork; Adaptability",Assist in robot programming using Python and C++; Support development using ROS and MATLAB; Help design mechanical parts using SolidWorks or AutoCAD; Implement basic control systems and motor control; Work on embedded system projects using Arduino/Raspberry Pi; Integrate sensors and actuators for robotic applications; Collaborate with team members on small projects; Document experiments and learning outcomes,Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Problem Solving
RE-F-002,Robotics Engineer,Fresher,0-1,Python basics; C++ basics; MATLAB basics; ROS basics; SolidWorks basics; AutoCAD basics; Motor control basics; PID controller fundamentals; Arduino basics; Raspberry Pi basics; Sensor integration basics; Kinematics; Linear algebra; Problem solving; Communication; Teamwork; Adaptability,Support programming of robotic applications; Assist in ROS simulations and MATLAB projects; Design basic robotic components using CAD software; Implement control loops and motor interfacing; Integrate sensors and actuators; Collaborate with team for small projects; Document development processes,Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Problem Solving
RE-F-003,Robotics Engineer,Fresher,0-1,Python basics; C++ basics; MATLAB basics; ROS basics; SolidWorks; AutoCAD; Embedded systems basics; Arduino basics; Raspberry Pi basics; PID controllers; Motor control basics; LIDAR and ultrasonic sensors basics; Kinematics; Dynamics; Problem solving; Communication; Teamwork; Adaptability,Assist in programming and testing robot applications; Support ROS and MATLAB projects; Design mechanical parts using CAD tools; Implement basic control and feedback systems; Work with embedded microcontrollers; Integrate basic sensors and actuators; Collaborate with teammates and document work,Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Problem Solving
RE-F-004,Robotics Engineer,Fresher,0-1,Python basics; C++ basics; MATLAB basics; ROS basics; SolidWorks; AutoCAD; PID control basics; Motor control basics; Arduino basics; Raspberry Pi basics; LIDAR and infrared sensors basics; Kinematics; Linear algebra; Problem solving; Communication; Teamwork; Adaptability,Assist in robot programming and simulation; Support ROS and MATLAB-based projects; Design mechanical parts using CAD software; Implement basic control algorithms; Work on embedded systems and sensor integration; Collaborate with the team on small-scale projects; Document experimental results,Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Problem Solving
RE-F-005,Robotics Engineer,Fresher,0-1,Python basics; C++ basics; MATLAB basics; ROS basics; SolidWorks basics; AutoCAD basics; Motor control; PID fundamentals; Arduino basics; Raspberry Pi basics; Sensor integration basics; Servo motors basics; Kinematics; Dynamics; Linear algebra; Problem solving; Teamwork; Communication; Adaptability,Support robot programming projects using Python and C++; Assist in ROS and MATLAB simulations; Help design mechanical components using CAD software; Implement basic control systems; Integrate sensors and actuators; Collaborate with other engineers on projects; Document technical processes,Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Problem Solving
RE-E-006,Robotics Engineer,Experienced,3+,"Advanced Python; Advanced C++; MATLAB; ROS development; SolidWorks advanced; Advanced CAD; Control theory; Embedded systems; Arduino/Raspberry Pi advanced; LIDAR and vision sensors; Machine learning basics for robotics; Simulation (Gazebo, RViz); Problem solving; Team collaboration; Project management","Develop and program robotic systems using Python, C++, and ROS; Design and test mechanical and electrical components; Implement advanced control algorithms; Integrate sensors and actuators for complex robotics systems; Perform simulations using Gazebo and RViz; Collaborate with multidisciplinary teams; Mentor junior engineers",Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Machine Learning; Simulation
RE-E-007,Robotics Engineer,Experienced,4+,"Python advanced; C++ advanced; MATLAB; ROS development; SolidWorks advanced; Advanced CAD; Robotics control algorithms; Embedded systems advanced; LIDAR and vision sensors; Machine learning in robotics; Simulation (Gazebo, RViz); Hardware interfacing; Team collaboration; Leadership; Project management",Lead programming and integration of robotic systems; Design complex mechanical and electrical parts; Implement advanced control algorithms; Integrate sensors and actuators; Perform simulations and testing of robotics systems; Guide junior engineers and collaborate with cross-functional teams,Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Machine Learning; Simulation; Leadership
RE-E-008,Robotics Engineer,Experienced,5+,"Python advanced; C++ advanced; MATLAB; ROS development; SolidWorks advanced; Advanced CAD; Advanced control theory; Embedded systems advanced; Sensor fusion; Computer vision; Machine learning in robotics; Gazebo, RViz simulation; Hardware interfacing; Team leadership; Project management",Develop and integrate complex robotics systems; Design mechanical and electrical components; Implement advanced control algorithms and sensor fusion; Perform computer vision and machine learning applications; Simulate and test robotics systems; Lead multidisciplinary teams; Mentor junior engineers,Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Machine Learning; Simulation; Leadership
RE-E-009,Robotics Engineer,Experienced,6+,"Python advanced; C++ advanced; MATLAB; ROS development; SolidWorks advanced; Advanced CAD; Advanced robotics control; Embedded systems advanced; Sensor fusion; Computer vision; Machine learning in robotics; Gazebo, RViz; Hardware debugging; Team leadership; Project management; Cross-team collaboration",Lead design and programming of robotics systems; Integrate sensors and actuators with control systems; Apply computer vision and machine learning algorithms; Simulate and test robotics in Gazebo and RViz; Mentor junior engineers; Coordinate cross-functional teams for robotics projects,Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Machine Learning; Simulation; Leadership
RE-E-010,Robotics Engineer,Experienced,7+,"Python advanced; C++ advanced; MATLAB; ROS development; SolidWorks advanced; Advanced CAD; Robotics control theory; Embedded systems advanced; Sensor fusion; Computer vision; Machine learning in robotics; Simulation tools (Gazebo, RViz); Hardware interfacing; Team leadership; Project management; Innovation in robotics","Design, develop, and integrate advanced robotic systems; Implement control algorithms and sensor fusion; Apply computer vision and ML solutions; Perform simulations and real-time testing; Lead robotics teams and mentor engineers; Collaborate with multidisciplinary teams; Innovate robotic solutions for industrial applications",Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Machine Learning; Simulation; Leadership; Innovation
RE-E-011,Robotics Engineer,Experienced,8+,"Python advanced; C++ advanced; MATLAB; ROS development; SolidWorks advanced; Advanced CAD; Advanced robotics control; Embedded systems design; Sensor fusion; Computer vision; Machine learning; Gazebo, RViz simulation; Hardware debugging; Team leadership; Project management; Cross-functional collaboration; Innovation",Lead development of complex robotic systems; Implement advanced control algorithms; Integrate sensors and actuators with embedded systems; Apply machine learning and computer vision solutions; Simulate and test systems using Gazebo and RViz; Mentor and manage robotics engineering teams; Drive innovation and new robotic solutions,Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Machine Learning; Simulation; Leadership; Innovation
